bank,id,issues
"sg_ftt.json","sg_ftt_0038","missing_media"
"sg_ftt.json","sg_ftt_0039","missing_media"
"sg_ftt.json","sg_ftt_0040","missing_media"
"sg_ftt.json","sg_ftt_0041","missing_media"
"sg_ftt.json","sg_ftt_0042","missing_media"
"sg_ftt.json","sg_ftt_0043","missing_media"
"sg_ftt.json","sg_ftt_0044","missing_media"
"sg_ftt.json","sg_ftt_0045","missing_media"
"sg_ftt.json","sg_ftt_0046","missing_media"
"sg_ftt.json","sg_ftt_0047","missing_media"
"sg_ftt.json","sg_ftt_0048","missing_media"
"sg_ftt.json","sg_ftt_0049","missing_media"
"sg_ftt.json","sg_ftt_0050","missing_media"
"sg_ftt.json","sg_ftt_0051","missing_media"
"sg_ftt.json","sg_ftt_0052","missing_media"
"sg_ftt.json","sg_ftt_0053","missing_media"
"sg_ftt.json","sg_ftt_0054","missing_media"
"sg_ftt.json","sg_ftt_0055","missing_media"
"sg_ftt.json","sg_ftt_0056","missing_media"
"sg_ftt.json","sg_ftt_0057","missing_media"
"sg_ftt.json","sg_ftt_0058","missing_media"
"sg_ftt.json","sg_ftt_0059","missing_media"
"sg_ftt.json","sg_ftt_0060","missing_media"
"sg_ftt.json","sg_ftt_0061","missing_media"
"sg_ftt.json","sg_ftt_0062","missing_media"
"sg_ftt.json","sg_ftt_0063","missing_media"
"sg_ftt.json","sg_ftt_0064","missing_media"
"sg_ftt.json","sg_ftt_0065","missing_media"
"sg_ftt.json","sg_ftt_0066","missing_media"
"sg_ftt.json","sg_ftt_0067","missing_media"
"sg_ftt.json","sg_ftt_0068","missing_media"
"sg_ftt.json","sg_ftt_0069","missing_media"
"sg_ftt.json","sg_ftt_0070","missing_media"
"sg_ftt.json","sg_ftt_0071","missing_media"
"sg_ftt.json","sg_ftt_0072","missing_media"
"sg_ftt.json","sg_ftt_0073","missing_media"
"sg_ftt.json","sg_ftt_0074","missing_media"
"sg_ftt.json","sg_ftt_0075","missing_media"
"sg_ftt.json","sg_ftt_0076","missing_media"
"sg_ftt.json","sg_ftt_0077","missing_media"
"sg_ftt.json","sg_ftt_0078","missing_media"
"sg_ftt.json","sg_ftt_0079","missing_media"
"sg_ftt.json","sg_ftt_0080","missing_media"
"sg_ftt.json","sg_ftt_0081","missing_media"
"sg_ftt.json","sg_ftt_0082","missing_media"
"sg_ftt.json","sg_ftt_0083","missing_media"
"sg_ftt.json","sg_ftt_0084","missing_media"
"sg_ftt.json","sg_ftt_0085","missing_media"
"sg_ftt.json","sg_ftt_0086","missing_media"
"sg_ftt.json","sg_ftt_0087","missing_media"
"sg_ftt.json","sg_ftt_0088","missing_media"
"sg_ftt.json","sg_ftt_0089","missing_media"
"sg_ftt.json","sg_ftt_0090","missing_media"
